student_id,age,python_skill,sql_skill,ml_skill,web_skill,data_interest,ai_interest,web_interest,programming_interest,course_id,course_title,category,difficulty,duration_hours,course_python,course_sql,course_ml,course_web,course_data_science,enrolled,progress,completed,rating,lessons_viewed,time_spent_hours
S073,33,3,2,1,5,2,4,3,5,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,4,2.8
S050,35,0,2,4,4,1,3,1,0,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,0
S089,21,4,0,2,4,3,5,2,0,C047,Full Stack Development - Advanced Track 22,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,2,1.2
S045,35,2,5,0,1,2,0,0,5,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,1,33,0,2,8,8.1
S044,23,3,4,5,2,4,5,4,0,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,4
S051,27,2,0,2,1,5,1,5,0,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,6.2
S058,21,4,3,2,5,2,3,4,4,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,5.2
S049,35,5,3,4,0,0,0,5,1,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,0
S049,35,5,3,4,0,0,0,5,1,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,1,17,0,3,2,5
S092,35,3,3,3,5,4,2,2,1,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,1,33,0,3,4,8.2
S095,28,2,4,5,2,4,0,4,1,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,1,58,0,3,16,15.8
S040,20,3,5,4,4,4,2,2,1,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,1,34,0,3,7,6.9
S012,28,0,1,0,2,3,2,0,1,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0
S077,24,3,3,4,5,0,4,3,3,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,4.7
S002,35,0,4,3,0,0,0,1,1,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,0
S093,20,2,3,1,3,4,4,5,3,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,3.1
S074,25,2,3,0,5,2,1,2,2,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,5,0
S018,35,2,5,2,0,2,3,1,3,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,3,0
S009,26,3,5,2,1,2,2,1,5,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,2.7
S062,27,4,2,5,3,2,3,5,2,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,1,0
S093,20,2,3,1,3,4,4,5,3,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,4,4.1
S059,21,3,4,1,2,0,5,3,0,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,1,0,0,4,1,1.5
S043,24,4,2,1,2,0,1,2,2,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,0
S057,35,2,0,0,2,1,4,2,0,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,0
S084,20,5,0,0,1,1,0,4,1,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,3,1.6
S089,21,4,0,2,4,3,5,2,0,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,1,15,0,4,5,0
S041,28,1,2,3,1,5,5,2,3,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,3,0
S074,25,2,3,0,5,2,1,2,2,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,1,16,0,4,0,0.1
S047,26,4,3,2,0,0,5,3,2,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,1,62,0,4,10,28.9
S088,24,0,4,5,5,1,0,5,2,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,1.4
S060,34,4,5,5,5,5,5,1,2,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S089,21,4,0,2,4,3,5,2,0,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,2,0
S053,31,0,1,5,2,3,5,5,1,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,0
S031,30,5,2,0,1,1,1,4,3,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,4,2.6
S049,35,5,3,4,0,0,0,5,1,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,0
S075,28,4,0,1,1,1,3,5,1,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,6.2
S089,21,4,0,2,4,3,5,2,0,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,1,1.3
S047,26,4,3,2,0,0,5,3,2,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,3,0.7
S082,30,2,1,3,2,2,3,2,3,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,0
S097,33,3,0,0,2,1,3,5,1,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,2,0
S002,35,0,4,3,0,0,0,1,1,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,0
S067,20,1,5,2,1,1,1,0,0,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,2,1
S058,21,4,3,2,5,2,3,4,4,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,2,0
S076,24,0,3,3,2,4,3,3,0,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,6,0
S004,31,1,3,4,2,0,1,5,3,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,3,0
S011,25,1,3,3,2,5,5,4,1,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,1,0
S045,35,2,5,0,1,2,0,0,5,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,0,5.7
S067,20,1,5,2,1,1,1,0,0,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,1,18,0,4,4,6.6
S041,28,1,2,3,1,5,5,2,3,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,1,0.5
S015,30,2,1,1,4,3,0,0,0,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,1,7.2
S087,27,0,4,0,2,4,5,3,3,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,0.6
S067,20,1,5,2,1,1,1,0,0,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,3,3.3
S055,32,2,2,1,1,0,5,1,3,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,3,1.9
S024,31,1,4,5,5,1,5,2,3,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,4.9
S004,31,1,3,4,2,0,1,5,3,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,1,0,0,4,0,0
S050,35,0,2,4,4,1,3,1,0,C001,Python for Beginners,Programming,Beginner,20,5,1,0,1,2,1,11,0,2,3,3.2
S074,25,2,3,0,5,2,1,2,2,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,1,4.8
S047,26,4,3,2,0,0,5,3,2,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,1,16,0,4,2,8
S068,25,3,4,0,3,3,5,4,1,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,3,0
S051,27,2,0,2,1,5,1,5,0,C038,Statistics for Data Science - Advanced Track 13,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,1,2.1
S059,21,3,4,1,2,0,5,3,0,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,4.1
S039,25,3,0,4,1,4,4,0,4,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,0.4
S041,28,1,2,3,1,5,5,2,3,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,1,26,0,3,5,8.4
S089,21,4,0,2,4,3,5,2,0,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,0,4.8
S018,35,2,5,2,0,2,3,1,3,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,1,1,0,3,0,0
S072,32,4,5,4,3,4,3,1,5,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,1,37,0,3,3,11.6
S058,21,4,3,2,5,2,3,4,4,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,3,0
S002,35,0,4,3,0,0,0,1,1,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,6,2.9
S072,32,4,5,4,3,4,3,1,5,C033,Deep Learning with Python - Advanced Track 8,AI,Advanced,45,5,1,5,0,5,1,50,0,5,2,29.4
S054,26,1,5,0,3,0,3,1,1,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S011,25,1,3,3,2,5,5,4,1,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,3,7.3
S038,23,0,4,0,1,0,4,0,5,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,4,1.7
S022,25,0,1,4,0,0,5,3,0,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,1,2.6
S099,35,2,2,5,3,2,2,2,1,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,1,54,0,3,11,19.2
S035,26,3,2,3,5,5,4,5,5,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,0
S070,31,1,1,5,4,3,0,4,1,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,0
S039,25,3,0,4,1,4,4,0,4,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,1,39,0,2,11,14.5
S091,32,5,1,3,1,5,4,5,2,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,1,5,0,3,0,2.7
S027,19,1,0,0,2,0,4,1,2,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,0.3
S069,30,3,3,1,1,5,5,0,0,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,1,0,0,3,0,1
S087,27,0,4,0,2,4,5,3,3,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,1.7
S053,31,0,1,5,2,3,5,5,1,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,4.1
S017,32,4,2,4,0,5,5,0,5,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,1,30,0,3,4,9.4
S032,22,3,1,2,3,1,0,3,4,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,1,0.1
S049,35,5,3,4,0,0,0,5,1,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,0
S099,35,2,2,5,3,2,2,2,1,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,5,0
S089,21,4,0,2,4,3,5,2,0,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,0
S075,28,4,0,1,1,1,3,5,1,C001,Python for Beginners,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,2,0
S012,28,0,1,0,2,3,2,0,1,C047,Full Stack Development - Advanced Track 22,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,3,0
S090,34,5,2,0,3,3,0,3,2,C023,Git and GitHub,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,0
S051,27,2,0,2,1,5,1,5,0,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,6,0
S064,27,3,4,0,2,2,1,3,4,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,1.9
S071,21,3,1,3,5,4,4,4,2,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,1,0
S044,23,3,4,5,2,4,5,4,0,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,1,27,0,4,5,9
S003,34,4,0,4,1,5,5,5,4,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,1,84,0,5,23,36.1
S001,21,0,5,2,1,1,1,5,0,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,0
S017,32,4,2,4,0,5,5,0,5,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,7,0
S036,33,1,1,2,1,0,4,5,4,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,4,5
S048,19,0,2,1,5,2,1,5,3,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,1,22,0,4,6,10.4
S055,32,2,2,1,1,0,5,1,3,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,1,0,0,3,0,0
S002,35,0,4,3,0,0,0,1,1,C001,Python for Beginners,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,0
S055,32,2,2,1,1,0,5,1,3,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,1,6,0,4,3,0
S039,25,3,0,4,1,4,4,0,4,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,5,1.3
S018,35,2,5,2,0,2,3,1,3,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,1,2,0,2,0,2
S079,25,3,1,2,3,3,0,3,2,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,1.6
S028,33,1,4,1,5,4,4,3,1,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,0.5
S079,25,3,1,2,3,3,0,3,2,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,1,0,0,2,0,0
S018,35,2,5,2,0,2,3,1,3,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,3.7
S045,35,2,5,0,1,2,0,0,5,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,1,40,0,3,9,8.7
S093,20,2,3,1,3,4,4,5,3,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,7
S004,31,1,3,4,2,0,1,5,3,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,1,28,0,3,6,6.1
S096,20,1,5,3,3,4,1,5,3,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,1,13,0,3,2,4.7
S064,27,3,4,0,2,2,1,3,4,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,2,0
S077,24,3,3,4,5,0,4,3,3,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,0
S073,33,3,2,1,5,2,4,3,5,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,1.2
S098,27,5,4,2,3,4,4,2,3,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,7,0
S003,34,4,0,4,1,5,5,5,4,C038,Statistics for Data Science - Advanced Track 13,Data Science,Intermediate,28,2,2,3,0,5,1,39,0,2,8,10.6
S008,20,0,5,1,2,0,1,0,3,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,2,0
S065,28,3,3,3,5,1,4,3,5,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,1
S011,25,1,3,3,2,5,5,4,1,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,3
S027,19,1,0,0,2,0,4,1,2,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,1,0
S009,26,3,5,2,1,2,2,1,5,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,3,1.4
S031,30,5,2,0,1,1,1,4,3,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,2.5
S016,22,5,1,5,3,4,0,3,3,C001,Python for Beginners,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,0
S021,34,0,4,2,3,0,0,2,2,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,0
S093,20,2,3,1,3,4,4,5,3,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,1,1,0,3,0,1.7
S094,28,0,3,2,1,3,1,2,2,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,1,29,0,4,7,13.2
S035,26,3,2,3,5,5,4,5,5,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0
S074,25,2,3,0,5,2,1,2,2,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,0
S047,26,4,3,2,0,0,5,3,2,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,1,4.6
S048,19,0,2,1,5,2,1,5,3,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,1,31,0,2,5,10.1
S032,22,3,1,2,3,1,0,3,4,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,0
S020,27,5,4,4,1,1,2,1,4,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0.5
S071,21,3,1,3,5,4,4,4,2,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,1,43,0,3,9,17.3
S032,22,3,1,2,3,1,0,3,4,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,1,53,0,3,6,10.9
S074,25,2,3,0,5,2,1,2,2,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,2,0
S007,30,0,4,2,5,4,2,4,1,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0
S006,29,2,4,2,0,5,3,4,0,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,1.6
S002,35,0,4,3,0,0,0,1,1,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,1.2
S039,25,3,0,4,1,4,4,0,4,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,0.6
S076,24,0,3,3,2,4,3,3,0,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,1.7
S094,28,0,3,2,1,3,1,2,2,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,1,30,0,2,3,15.6
S053,31,0,1,5,2,3,5,5,1,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,0
S089,21,4,0,2,4,3,5,2,0,C001,Python for Beginners,Programming,Beginner,20,5,1,0,1,2,1,18,0,4,2,0.9
S095,28,2,4,5,2,4,0,4,1,C047,Full Stack Development - Advanced Track 22,Web Development,Advanced,50,4,2,2,5,2,1,25,0,3,10,8.4
S054,26,1,5,0,3,0,3,1,1,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,4.4
S019,18,5,5,2,4,1,4,0,5,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,1,27,0,3,3,11.8
S067,20,1,5,2,1,1,1,0,0,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,5.5
S096,20,1,5,3,3,4,1,5,3,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,2,0
S082,30,2,1,3,2,2,3,2,3,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,6,0
S056,28,2,0,2,2,5,4,3,5,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,1,43,0,3,9,14.7
S041,28,1,2,3,1,5,5,2,3,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,4,0.1
S041,28,1,2,3,1,5,5,2,3,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,1,5,0,3,2,0
S018,35,2,5,2,0,2,3,1,3,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,1,61,0,3,12,14.2
S022,25,0,1,4,0,0,5,3,0,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,0
S069,30,3,3,1,1,5,5,0,0,C023,Git and GitHub,Programming,Beginner,10,2,0,0,3,0,1,1,0,3,3,0
S060,34,4,5,5,5,5,5,1,2,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,1,13,0,3,4,5.5
S091,32,5,1,3,1,5,4,5,2,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,1,39,0,3,10,9.4
S019,18,5,5,2,4,1,4,0,5,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,4.5
S004,31,1,3,4,2,0,1,5,3,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,1,1.4
S071,21,3,1,3,5,4,4,4,2,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,1,63,0,4,10,18.5
S029,33,3,1,0,0,5,3,2,3,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,4,1.5
S088,24,0,4,5,5,1,0,5,2,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,1,48,0,3,12,10.9
S010,26,5,5,5,0,4,5,1,4,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,1,36,0,4,4,6.7
S017,32,4,2,4,0,5,5,0,5,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,6,0
S043,24,4,2,1,2,0,1,2,2,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,0,0
S022,25,0,1,4,0,0,5,3,0,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,2.4
S064,27,3,4,0,2,2,1,3,4,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,2,0
S046,35,1,2,2,4,1,5,2,1,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,1,13,0,4,3,0.8
S020,27,5,4,4,1,1,2,1,4,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,4,1.5
S083,26,0,3,0,5,4,0,2,1,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,2,2
S062,27,4,2,5,3,2,3,5,2,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,3,0.5
S054,26,1,5,0,3,0,3,1,1,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,0,1.2
S032,22,3,1,2,3,1,0,3,4,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,0
S003,34,4,0,4,1,5,5,5,4,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,1,42,0,4,12,10.6
S045,35,2,5,0,1,2,0,0,5,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,5.1
S024,31,1,4,5,5,1,5,2,3,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,1,24,0,3,12,10.1
S030,31,3,5,0,5,5,5,0,0,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,1,3.9
S035,26,3,2,3,5,5,4,5,5,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,0,0,0,0,2,0
S008,20,0,5,1,2,0,1,0,3,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,1,4,0,4,0,0
S046,35,1,2,2,4,1,5,2,1,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,1.8
S095,28,2,4,5,2,4,0,4,1,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,5,1.2
S064,27,3,4,0,2,2,1,3,4,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,0,0,0,0,0,0
S012,28,0,1,0,2,3,2,0,1,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,1.9
S068,25,3,4,0,3,3,5,4,1,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,1.3
S026,18,4,4,1,4,1,0,0,5,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,1,0,0,3,0,2.2
S008,20,0,5,1,2,0,1,0,3,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,5.2
S019,18,5,5,2,4,1,4,0,5,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,0.7
S047,26,4,3,2,0,0,5,3,2,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,2,0
S018,35,2,5,2,0,2,3,1,3,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,1,63,0,5,10,19
S084,20,5,0,0,1,1,0,4,1,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0.6
S089,21,4,0,2,4,3,5,2,0,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,1,51,0,4,16,16.4
